restaurant_name,link,date,rating,review,user,user_id,review_id,order_type
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Nov 14, 2019",5,This place never disappoints. It should be rated 10 stars. The omelette and french toast flights were very good. The Sangria french was the best. I was very happy to hear that a new location is in the loop. Limited menu but who cares.. close and good! Best breakfast in Chi! House music all morning and afternoon long!,Manish Patel,44676637,46168664,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Aug 13, 2019",5,"What a wow ! It serves amazing food and it has got a really good ambience .The tapas are actually the best here. I personally loved the decor of this place. So, it sums up with good food and pretty ambience.",Ritika Arora,58598191,44499849,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Mar 14, 2019",5,"This place is a must try! From their sangria to the desserts, everything is delicious.  The tapas are meant to be shared family style and the servers recommend 2-3 dishes per person. The restaurant is huge, but almost always packed, so I recommend making a reservation.",Fatima Samsonova,100437006,42046163,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Oct 11, 2018",4,"Completely delightful food. The menu is broad and all that we got was fantastic. The climate of the place is somewhat swarmed and noisy on the ends of the week, however it is justified, despite all the trouble. The main drawback is that your tab will get expensive rapidly in the event that you attempt a great deal of things.",Shyam Pareek,73555477,39557493,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Feb 08, 2018",4,we dined here during a 3 hour layover in midway. The food was great and it was nice to have a option where you could sit down and eat before our next flight. It was super busy and on a wait but we got seated pretty quickly and you could tell the staff was well versed in handling a large crowd and getting people in and out quickly. Only place I would hit on my next trip through midway,Prat Usha,38445900,33460698,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Jan 08, 2017",4,"This place has been here forever.  I'm not an expert, but this is not authentic tapas. Given that, it is still a fun place and they know how to pack them in.  Don't expect anything exotic or even expansive ; just solid food. ",Knsolomon,23199725,29151921,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Nov 18, 2015",4.5,My favorite tapas joint. Great ambience. Order anything and you wont be disappointed. Lot of options for vegetarians. Price reasonable once you consider its a speciality restaurant.,Kunal,884288,25526614,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Sep 23, 2015",3.5,"Sam and I have tried our share of food in Chicago, but one thing we’ve never gotten around to trying were tapas.  It’s funny too, since tapas are small sharing plates and that’s pretty much our favorite way to order when we go out.  Well, cue a reservation to Cafe-Ba-Ba-Reeba! on a Sunday night.  And I’ll be honest, half the reason I chose this place is because it’s fun to say Ba-Ba-Reeba!For a Sunday night, Ba-Ba-Reeba! was surprisingly crowded.  It was really full of energy and we definitely enjoyed that.  I could see going here with a group of friends and having a great time.  Once we got a chance to look over the menu you'll see it's spilt up into categories of Tapas like pork, seafood, beefs and vegetables. There are also these bite size items called pinxtos that are about $2 a piece but we tried all six for $11 because getting a little bit of everything is the way to go at a place like this. I'll just break down what we picked from the menu...",EuroAtHeart,30869580,25018413,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Aug 18, 2015",4.5,"Undoubtedly the best tapas and sangria in Chi town and one of the best in America! Even in the odd chance youre vegetarian, the menu has enough over & above patatas bravas for your tastebuds! Must reserve a table in advance! ",Sambuddha Bhattacharya,1909,24654225,DINING
Cafe Ba-Ba-Reeba!,https://www.zomato.com/chicago/cafe-ba-ba-reeba-1-lincoln-park/reviews,"Aug 05, 2015",5,If you are looking for Spain in Chicago you came to the right place! Amazing tapas and sangria. The Valencia Paella is the best thing on the menu in my opinion. Great for big parties.,James Phillips,30112778,24527367,DINING
