restaurant_name,link,date,rating,title,review
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"November 18, 2021",5,Delicious pizza. I,"Delicious pizza. I got it as a take way. Because I wanted deep pan, it takes 35 min to make, so I went for a walk. The small pizza is massive and difficult for 1 person to finish."
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"November 3, 2021",4,Great pizza,"We ate dinner here during a business trip. They had wonderful service and great pizza. We tried the deep dish special (a must try), as well as ventured out and tried a thin crust BBQ chicken. Atmosphere was relaxed and conversation was easily had. I would certainly return."
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"September 10, 2021",4,Great food but be ready to wait...and wait,"Giordano's has some of the best pizza I've ever eaten. The only downside is the ordering and being seated. When we came in we pre-ordered food on one side of the counter. Then put our names on a wait list. After waiting about 35 minutes we were seated. I would have guessed that within that amount of time the pizza we ordered would be just about ready and we could eat almost right away. Wrong we waited another 30+ minutes before the pizza was brought out. Again, it was incredibly tasty but I would be sure to get to the restaurant before my stomach starts to growl next time. "
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"August 18, 2021",5,Awesome Italian meat!!,"Great Italian Meat sandwich. Fantastic service by Austin.  Nice , clean family atmosphere. Will defined be back before we leave."
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"May 20, 2021",5,very very good,"I wanted to get some deep dish pizza because, you know, I was in Chicago and that's what you do. My wife doesn't like pizza so much, but she humored me. I got a medium deep dish because I was hungry. OMG it was so much food. My wife bites into it ""THIS IS SO GOOD!"" so yeah, good food. We got it take out so can't comment on the restaurant but it looked nice."
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"January 31, 2020",4,Gotta get a Chicago deep dish pizza,"While in Chicago, you have to get a Chicago style pizza. It takes a while to cook, being so thick, but it was very good. Get a salad or appetizer while you wait for your pizza. It was definitely worth it and I would go here again for sure. Wish I could rate it a 4.5"
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"January 6, 2020",3,Good but improvements needed,1. Deep dish pizza tastes good! But you might not enjoy the thick crust. I found myself more into thin crust ones. 2. Dry-rubbed wings are too salty and my mouth burns after the meal.
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"December 11, 2019",4,Great Italian Beef & Chicago deep dish pizza,Getting a deep dish Chicago style pizza is definitely a must when visiting the windy city. Italian beef is also a thing here too so I tried both of them and they were super delicious!!!
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"December 9, 2019",5,A Chicago requirement,First trip to Chicago and everyone told me I had to try a pizza (pie) here. I certainly wasn’t disappointed. A small fed 2 of us big eaters. This thing was 3 fingers thick and delicious.
Giordano's,https://www.tripadvisor.com/Restaurant_Review-g35805-d6536842-Reviews-Giordano_s-Chicago_Illinois.html,"December 7, 2019",4,Very good pizza,In from New Jersey so im used to a different style of pizza but the pizza was very good. Had about a 35 minute wait on a Friday night. Me and my two kids split a pie and all of us were pleased. Good cheese and sauce. Had the cookie desert and also very good. All in all happy with the meal. 
